id	link	title
32	https://www.cathaybk.com.tw/cathaybk/trust/trust_4_2.asp	歡迎光臨國泰世華銀行-保管及簽證服務-有價證券簽證
33	https://www.cathaybk.com.tw/cathaybk/enterprise_loan10_19.asp	歡迎光臨國泰世華銀行
34	https://www.cathaybk.com.tw/cathaybk/card/service/charity/charity2.asp	歡迎光臨國泰世華銀行-慈善捐款 捐款流程
35	https://www.cathaybk.com.tw/cathaybk/enterprise_myb2b07.asp	歡迎光臨國泰世華銀行-企業金融服務-文件格式下載
36	https://www.cathaybk.com.tw/cathaybk/trust/trust_2_3_3.asp	歡迎光臨國泰世華銀行-信託服務-不動產信託-都市更新不動產信託
37	https://www.cathaybk.com.tw/cathaybk/credit-count-save.asp	信貸轉貸節省金額-國泰世華銀行
38	https://www.cathaybk.com.tw/cathaybk/event/creditcenter/index.asp	線上產品資訊
39	https://www.cathaybk.com.tw/cathaybk/about_risk101b.asp	歡迎光臨國泰世華銀行
40	https://www.cathaybk.com.tw/cathaybk/about_atm_error_query.asp	歡迎光臨國泰世華銀行-關於我們-ATM錯誤訊息查詢
41	https://www.cathaybk.com.tw/cathaybk/vip/myvip_2_2_2.asp	國外有價證券 - 國泰世華銀行 財富管理
42	https://www.cathaybk.com.tw/cathaybk/enterprise_loan05.asp	歡迎光臨國泰世華銀行-企業金融服務-聯貸
43	https://www.cathaybk.com.tw/cathaybk/card/event/2011/hotel_all.asp	歡迎光臨國泰世華銀行-精選優惠 飯店精選
44	https://www.cathaybk.com.tw/cathaybk/card/card/right/right_3.asp	歡迎光臨國泰世華銀行-卡友權益-信用卡訊息即時通知
45	https://www.cathaybk.com.tw/cathaybk/about/event/2013/2013recruit/enter_03a_03.asp	國泰世華銀行 招兵買馬特別專區
46	https://www.cathaybk.com.tw/cathaybk/about_finarpt94_1.asp	歡迎光臨國泰世華銀行
47	https://www.cathaybk.com.tw/cathaybk/personal_myatm_payment02.asp	歡迎光臨國泰世華銀行-個人金融服務-特約商店申請說明
48	https://www.cathaybk.com.tw/cathaybk/enterprise_loan10_06.asp	歡迎光臨國泰世華銀行
49	https://www.cathaybk.com.tw/cathaybk/trust/trust_index.asp	歡迎光臨國泰世華銀行-信託服務首頁
50	https://www.cathaybk.com.tw/cathaybk/card/service/charity/charity.asp	歡迎光臨國泰世華銀行-慈善捐款 慈善機構介紹
51	https://www.cathaybk.com.tw/cathaybk/card/service/2016ebill/012.html	活動優惠
52	https://www.cathaybk.com.tw/cathaybk/card/event/2016/3c/20160720/card_news1050720_index.asp	指定3C特店刷卡分期滿額好禮送給您
53	https://www.cathaybk.com.tw/cathaybk/card/card/costco/infinite3_11.html	國泰世華銀行 COSTCO聯名卡
54	https://www.cathaybk.com.tw/cathaybk/credit-salary.asp	薪轉戶信用貸款-國泰世華銀行
55	https://www.cathaybk.com.tw/cathaybk/about_finarpt95_4.asp	歡迎光臨國泰世華銀行
56	https://www.cathaybk.com.tw/cathaybk/trust/trust_hotkey_1_01.asp	歡迎光臨國泰世華銀行-信託公告及聲明-信託專戶查詢-預收款信託明細查詢
57	https://www.cathaybk.com.tw/cathaybk/about/event/2013/2013recruit/enter_03b_01.asp	國泰世華銀行 招兵買馬特別專區
58	https://www.cathaybk.com.tw/cathaybk/card/nfc/about.html	國泰世華銀行 NFC行動信用卡
59	https://www.cathaybk.com.tw/cathaybk/card/card/card_6.asp	歡迎光臨國泰世華銀行-信用卡產品介紹
60	https://www.cathaybk.com.tw/cathaybk/card/card/card_3.asp	歡迎光臨國泰世華銀行-信用卡產品介紹
61	https://www.cathaybk.com.tw/cathaybk/index.asp	國泰世華銀行首頁
62	https://www.cathaybk.com.tw/cathaybk/enterprise_international02.asp	歡迎光臨國泰世華銀行
63	https://www.cathaybk.com.tw/cathaybk/downloads/exchange.asp	外匯-國泰世華銀行
64	https://www.cathaybk.com.tw/cathaybk/vip/event/2012/myvip_news201203_01.html	新聞發佈 - 國泰世華銀行 財富管理
65	https://www.cathaybk.com.tw/cathaybk/card/card/card_15.asp	歡迎光臨國泰世華銀行-信用卡產品介紹
66	https://www.cathaybk.com.tw/cathaybk/card/service/2016ebill/ebill.asp	樂活愛地球 從申辦電子帳單開始
67	https://www.cathaybk.com.tw/cathaybk/downloads/deposit.asp	存款-國泰世華銀行
68	https://www.cathaybk.com.tw/cathaybk/card/nfc/apply_paper.html	國泰世華銀行 NFC行動信用卡
69	https://www.cathaybk.com.tw/cathaybk/vip/myvip_1_05.asp	我要成為VIP - 國泰世華銀行 財富管理
70	https://www.cathaybk.com.tw/cathaybk/english/sub2.asp	Whom we serve - Cathay United Bank
71	https://www.cathaybk.com.tw/cathaybk/vip/event/2016/myvip_news201606_01.html	國泰世華銀行 財富管理
72	https://www.cathaybk.com.tw/cathaybk/card/event/2011/movie_6.asp	歡迎光臨國泰世華銀行-精選優惠-暢看電影
73	https://www.cathaybk.com.tw/cathaybk/onlineloan/mobile/schedule.aspx	信用貸款線上申請-國泰世華行動版
74	https://www.cathaybk.com.tw/cathaybk/trust/trust_hotkey_1_05d.asp	歡迎光臨國泰世華銀行-信託公告及聲明-信託業務公告與聲明-預收款信託受益權人相關訊息
75	https://www.cathaybk.com.tw/cathaybk/enterprise_loan09.asp	歡迎光臨國泰世華銀行-企業金融服務-應收帳款承購
76	https://www.cathaybk.com.tw/cathaybk/join/cma-info.asp	計畫簡介-CMA計畫-國泰世華銀行
77	https://www.cathaybk.com.tw/cathaybk/event/kids/knowledge_02.html	親子理財小百科
78	https://www.cathaybk.com.tw/cathaybk/card/card/card.asp	歡迎光臨國泰世華銀行-信用卡產品介紹
79	https://www.cathaybk.com.tw/cathaybk/online_confirm_srarch_acct.asp	國泰世華銀行首頁
80	https://www.cathaybk.com.tw/cathaybk/exchange/exchange.asp	國際匯款一指通-國泰世華銀行
81	https://www.cathaybk.com.tw/cathaybk/card/card/right/right_8.asp	歡迎光臨國泰世華銀行-卡友權益-國內外租車優惠
82	https://www.cathaybk.com.tw/cathaybk/mobile/rate_01.asp	即時匯率-國泰世華行動版
83	https://www.cathaybk.com.tw/cathaybk/cash/cash_industry08.asp	歡迎光臨國泰世華銀行-金流e點通-其他金融業
84	https://www.cathaybk.com.tw/cathaybk/card/mybill/qa.asp	歡迎光臨國泰世華銀行-MyBill輕鬆繳
85	https://www.cathaybk.com.tw/cathaybk/about_finarpt95_2.asp	歡迎光臨國泰世華銀行
86	https://www.cathaybk.com.tw/cathaybk/card/card/costco/infinite3_13.html	國泰世華銀行 COSTCO聯名卡
87	https://www.cathaybk.com.tw/cathaybk/onlinehouse_contact.asp	國泰世華銀行首頁
88	https://www.cathaybk.com.tw/cathaybk/card/event/2016/onlineshop/20160115/card_news1050115_1_login01.asp	歡迎光臨國泰世華銀行-歡迎進入活動登錄系統
89	https://www.cathaybk.com.tw/cathaybk/personal_marketing.asp	歡迎光臨國泰世華銀行-個人金融服務-共同行銷業務
90	https://www.cathaybk.com.tw/cathaybk/about_bad_debt.asp	歡迎光臨國泰世華銀行-關於我們-呆帳公告專區
91	https://www.cathaybk.com.tw/cathaybk/card/event/2014/201407rilakkuma/introduce3.html	最卡哇伊的拉拉熊™  帶你半價看電影
92	https://www.cathaybk.com.tw/cathaybk/join/finance.asp	財富管理菁英-國泰世華銀行
93	https://www.cathaybk.com.tw/cathaybk/exchange/remittance-inward.asp	匯入匯款-國泰世華銀行
94	https://www.cathaybk.com.tw/cathaybk/card/card/notice/notice_3.asp	歡迎光臨國泰世華銀行-用卡及繳款需知-關於循環信用
95	https://www.cathaybk.com.tw/cathaybk/	國泰世華銀行首頁
96	https://www.cathaybk.com.tw/cathaybk/index_mmb_02_1.asp	My MobiBank推播通知服務-國泰世華銀行
97	https://www.cathaybk.com.tw/cathaybk/mmb/news.asp	最新消息- My MobiBank國泰世華銀行
98	https://www.cathaybk.com.tw/cathaybk/vip/myvip_notice_12.asp	公告與聲明 - 國泰世華銀行 財富管理
99	https://www.cathaybk.com.tw/cathaybk/card/event/2011/hot_1.asp	歡迎光臨國泰世華銀行
100	https://www.cathaybk.com.tw/cathaybk/enterprise_myb2b01.asp	歡迎光臨國泰世華銀行-企業金融服務-全球資金運籌
101	https://www.cathaybk.com.tw/cathaybk/card/list_02.asp	歡迎光臨國泰世華銀行-信用卡服務
102	https://www.cathaybk.com.tw/cathaybk/event/kids/knowledge_05.html	親子理財小百科
103	https://www.cathaybk.com.tw/cathaybk/about_query02.asp	歡迎光臨國泰世華銀行-關於我們-ATM / 補摺機設置點查詢
104	https://www.cathaybk.com.tw/cathaybk/trust/trust_hotkey_1_05.asp	歡迎光臨國泰世華銀行-信託公告及聲明-信託業務公告與聲明
105	https://www.cathaybk.com.tw/cathaybk/card/card/card_16.asp	歡迎光臨國泰世華銀行-信用卡產品介紹
106	https://www.cathaybk.com.tw/cathaybk/card/event/2014/201407rilakkuma/activity4.html	最卡哇伊的拉拉熊™  帶你半價看電影
107	https://www.cathaybk.com.tw/cathaybk/about_recruit.asp	歡迎光臨國泰世華銀行-菁英招募
108	https://www.cathaybk.com.tw/cathaybk/about_risk98a.asp	歡迎光臨國泰世華銀行
109	https://www.cathaybk.com.tw/cathaybk/card/card/card_12.asp	歡迎光臨國泰世華銀行-信用卡產品介紹
110	https://www.cathaybk.com.tw/cathaybk/about_finarpt94_3.asp	歡迎光臨國泰世華銀行
111	https://www.cathaybk.com.tw/cathaybk/mmb/fund-service.asp	基金服務- My MobiBank國泰世華銀行
112	https://www.cathaybk.com.tw/cathaybk/mobile/contact.asp	遇到緊急狀況時，趕緊聯絡我們-國泰世華行動版
113	https://www.cathaybk.com.tw/cathaybk/deposit/service-deduct.asp	帳戶自動扣繳-國泰世華銀行
114	https://www.cathaybk.com.tw/cathaybk/card/card/right/right_12.asp	歡迎光臨國泰世華銀行-卡友權益-機場專接
115	https://www.cathaybk.com.tw/cathaybk/trust_fundinfo02.asp	國內基金-國泰世華銀行
116	https://www.cathaybk.com.tw/cathaybk/dsa/openaccount/intro/qa.aspx	常見問題Q&A-線上開戶-國泰世華銀行
117	https://www.cathaybk.com.tw/cathaybk/house-turn-management.asp	尊貴貸遇房屋貸款-轉貸-國泰世華銀行
118	https://www.cathaybk.com.tw/cathaybk/vip/event/2012/myvip_news201202_01.html	新聞發佈 - 國泰世華銀行 財富管理
119	https://www.cathaybk.com.tw/cathaybk/vip/myvip_2_1_1.asp	基金 - 國泰世華銀行 財富管理
120	https://www.cathaybk.com.tw/cathaybk/card/card/icard_1.asp	歡迎光臨國泰世華銀行-信用卡產品介紹
121	https://www.cathaybk.com.tw/cathaybk/exchange/others-dbu.asp	其他外匯服務-DBU收費標準-國泰世華銀行
122	https://www.cathaybk.com.tw/cathaybk/cash/cash_success02.asp	歡迎光臨國泰世華銀行-金流e點通-薪資轉帳保密又便利
123	https://www.cathaybk.com.tw/cathaybk/vip/myvip_4.asp	理財達人充電站 - 國泰世華銀行 財富管理
124	https://www.cathaybk.com.tw/cathaybk/about_risk98a.asp	歡迎光臨國泰世華銀行
125	https://www.cathaybk.com.tw/cathaybk/e_service/event/2016newyear_loan/index.asp	國泰世華新春信貸優惠
126	https://www.cathaybk.com.tw/cathaybk/card/card/costco/signature3_11.html	國泰世華銀行 COSTCO聯名卡
127	https://www.cathaybk.com.tw/cathaybk/card/event/2016/onlineshop/20160115/card_news1050115_2_login01.asp	歡迎光臨國泰世華銀行-歡迎進入活動登錄系統
128	https://www.cathaybk.com.tw/cathaybk/exchange/checks.asp	外幣票據買入及託收-國泰世華銀行
129	https://www.cathaybk.com.tw/cathaybk/credit-goodenterprise.asp	優職戶信用貸款-國泰世華銀行
130	https://www.cathaybk.com.tw/cathaybk/about_finarpt94_2.asp	歡迎光臨國泰世華銀行
131	https://www.cathaybk.com.tw/cathaybk/about_notice.asp	歡迎光臨國泰世華銀行-關於我們-金保法專區
132	https://www.cathaybk.com.tw/cathaybk/card/event/2015/2015asia_miles/card01_02.html	國泰世華亞洲萬里通聯名卡 - 世界卡專屬優惠 [飛行禮遇]
133	https://www.cathaybk.com.tw/cathaybk/about/event/2013/2013recruit/enter_01.asp	國泰世華銀行 招兵買馬特別專區
134	https://www.cathaybk.com.tw/cathaybk/?aspxerrorpath=/cathaybk/dsa/openaccount/dsa/openaccount/intro/index.aspx	國泰世華銀行首頁
135	https://www.cathaybk.com.tw/cathaybk/about_news1050526.asp	為提升服務品質，銀行要求行員禁止行為公告
136	https://www.cathaybk.com.tw/cathaybk/gift_voucher.asp	國泰世華銀行首頁
137	https://www.cathaybk.com.tw/cathaybk/enterprise_loan10_11.asp	歡迎光臨國泰世華銀行
138	https://www.cathaybk.com.tw/cathaybk/card/event/2014/201407rilakkuma/index.html	最卡哇伊的拉拉熊™  帶你半價看電影
139	https://www.cathaybk.com.tw/cathaybk/vip/myvip_2016_news-1.asp	新聞發佈 – 國泰世華銀行 財富管理
140	https://www.cathaybk.com.tw/cathaybk/online_activatecardform.asp	國泰世華銀行首頁
141	https://www.cathaybk.com.tw/cathaybk/credit-count-index.asp	信貸試算工具首頁-國泰世華銀行
142	https://www.cathaybk.com.tw/cathaybk/house-count-suggest.asp	建議購屋預算-國泰世華銀行
143	https://www.cathaybk.com.tw/cathaybk/enterprise_loan10_09.asp	歡迎光臨國泰世華銀行
144	https://www.cathaybk.com.tw/cathaybk/card/event/2016/card_news1050629.asp	國泰世華ｉ刷金融卡是提款卡也是簽帳卡
145	https://www.cathaybk.com.tw/cathaybk/vip/event/2016/myvip_news201606_01.html	國泰世華銀行 財富管理
146	https://www.cathaybk.com.tw/cathaybk/corp/myb2b/banking-receivable.asp	應收管理-國泰世華銀行
147	https://www.cathaybk.com.tw/cathaybk/downloads/loan.asp	貸款-國泰世華銀行
148	https://www.cathaybk.com.tw/cathaybk/about_risk96d.asp	歡迎光臨國泰世華銀行
149	https://www.cathaybk.com.tw/cathaybk/enterprise_loan10_13.asp	歡迎光臨國泰世華銀行
150	https://www.cathaybk.com.tw/cathaybk/card/nfc/apply_step.html	國泰世華銀行 NFC行動信用卡
151	https://www.cathaybk.com.tw/cathaybk/index_mmb_03.asp	My MobiBank使用說明-國泰世華銀行
152	https://www.cathaybk.com.tw/cathaybk/join/cma-recruit.asp	加入CMA-國泰世華銀行
153	https://www.cathaybk.com.tw/cathaybk/vip/event/2016/myvip_news201604_01.html	國泰世華銀行 財富管理
154	https://www.cathaybk.com.tw/cathaybk/corp/derivative/securities.asp	收款服務-國泰世華銀行
155	https://www.cathaybk.com.tw/cathaybk/card/event/2016/ibon/20160727/card_news1050727_index.asp	ibon售票網刷卡滿額享刷卡金回饋
156	https://www.cathaybk.com.tw/cathaybk/enterprise_loan10_02.asp	歡迎光臨國泰世華銀行
157	https://www.cathaybk.com.tw/cathaybk/house-buy-young.asp	青年成家貸優惠房屋貸款-國泰世華銀行
158	https://www.cathaybk.com.tw/cathaybk/english/sub5.asp	Internet Banking - Cathay United Bank
159	https://www.cathaybk.com.tw/cathaybk/card/event/2011/movie_14.asp	歡迎光臨國泰世華銀行-精選優惠-暢看電影
160	https://www.cathaybk.com.tw/cathaybk/card/card/card_11.asp	歡迎光臨國泰世華銀行-信用卡產品介紹
161	https://www.cathaybk.com.tw/cathaybk/card/mybill/index.asp	歡迎光臨國泰世華銀行-MyBill輕鬆繳
162	https://www.cathaybk.com.tw/cathaybk/house-count-return.asp	房貸每月還款金額-國泰世華銀行
163	https://www.cathaybk.com.tw/cathaybk/mmb/my-password.asp	全功能推播- My MobiBank國泰世華銀行
164	https://www.cathaybk.com.tw/cathaybk/house-buy-policy.asp	住宅補貼房屋貸款-國泰世華銀行
165	https://www.cathaybk.com.tw/cathaybk/cash/cash_industry03.asp	歡迎光臨國泰世華銀行-金流e點通-休閒旅遊業
166	https://www.cathaybk.com.tw/cathaybk/about_recruit.asp	歡迎光臨國泰世華銀行-菁英招募
167	https://www.cathaybk.com.tw/cathaybk/card/event/2016/onlineshop/20160718/card_news1050718_3_login01.asp	歡迎光臨國泰世華銀行-歡迎進入活動登錄系統
168	https://www.cathaybk.com.tw/cathaybk/card/service/charity/charity_4.asp	歡迎光臨國泰世華銀行-慈善捐款 慈善機構介紹
169	https://www.cathaybk.com.tw/cathaybk/card/card/costco/platinum4.html	國泰世華銀行 COSTCO聯名卡
170	https://www.cathaybk.com.tw/cathaybk/card/service/charity/charity_5.asp	歡迎光臨國泰世華銀行-慈善捐款 慈善機構介紹
171	https://www.cathaybk.com.tw/cathaybk/card/event/2015/card_news1041229_2.asp	國泰世華
172	https://www.cathaybk.com.tw/cathaybk/card/service/charity/charity.asp	歡迎光臨國泰世華銀行-慈善捐款 慈善機構介紹
173	https://www.cathaybk.com.tw/cathaybk/card/event/2011/drama.asp	歡迎光臨國泰世華銀行-精選優惠 藝文饗宴
174	https://www.cathaybk.com.tw/cathaybk/bad.asp	歡迎光臨國泰世華銀行-關於我們-不良債權售後申訴處理窗口
175	https://www.cathaybk.com.tw/cathaybk/about_risk_102test.asp	歡迎光臨國泰世華銀行
176	https://www.cathaybk.com.tw/cathaybk/card/event/bonus/bonus_2_9.asp	歡迎光臨國泰世華銀行-舞動紅利 紅利兌換商品 國泰產險
177	https://www.cathaybk.com.tw/cathaybk/cash/cash_success01.asp	歡迎光臨國泰世華銀行-金流e點通-資金調度最快速
178	https://www.cathaybk.com.tw/cathaybk/card/card/card_2.asp	歡迎光臨國泰世華銀行-信用卡產品介紹
179	https://www.cathaybk.com.tw/cathaybk/card/card/card_25.asp	歡迎光臨國泰世華銀行-OTA手機信用卡
180	https://www.cathaybk.com.tw/cathaybk/about_bond.asp	歡迎光臨國泰世華銀行-關於我們-定型化契約專區
181	https://www.cathaybk.com.tw/cathaybk/e_service/mymobibank/event/2015/201502mmb_push/index.asp	國泰世華行動銀行 推播通知服務-基金、刷卡、存提款通知零時差
182	https://www.cathaybk.com.tw/cathaybk/cash/cash_finance01.asp	歡迎光臨國泰世華銀行-金流e點通-融資管理服務
183	https://www.cathaybk.com.tw/cathaybk/vip/event/2012/myvip_news201204_01.html	新聞發佈 - 國泰世華銀行 財富管理
184	https://www.cathaybk.com.tw/cathaybk/trust/trust_2_3_1.asp	歡迎光臨國泰世華銀行-信託服務-不動產信託-不動產買賣價金信託
185	https://www.cathaybk.com.tw/cathaybk/card/event/2014/201407rilakkuma/activity4.html	最卡哇伊的拉拉熊™  帶你半價看電影
186	https://www.cathaybk.com.tw/cathaybk/card/event/store/store_1.asp	歡迎光臨國泰世華銀行-特店免手續費分期-分期特約商店 百貨量販
187	https://www.cathaybk.com.tw/cathaybk/event/kids/event_01.html	研習營活動花絮
188	https://www.cathaybk.com.tw/cathaybk/personal/event/2013/ad20130618/index.htm	國泰世華銀行公告事項
189	https://www.cathaybk.com.tw/cathaybk/card/event/2016/card_news1050629_2.asp	刷國泰世華卡 享Hotels.com線上訂房92折優惠
190	https://www.cathaybk.com.tw/cathaybk/card/card/costco/signature3.html	國泰世華銀行 COSTCO聯名卡
191	https://www.cathaybk.com.tw/cathaybk/card/mybill/main03.asp	歡迎光臨國泰世華銀行-MyBill輕鬆繳
192	https://www.cathaybk.com.tw/cathaybk/onlinecard_contact.asp	國泰世華銀行首頁
193	https://www.cathaybk.com.tw/cathaybk/onlineloan_schedule.asp	國泰世華銀行首頁
194	https://www.cathaybk.com.tw/cathaybk/corp/trade/business-credit.asp	授信業務-國泰世華銀行
195	https://www.cathaybk.com.tw/cathaybk/about_news1050701.asp	保管箱租用契約條款修訂對照表
196	https://www.cathaybk.com.tw/cathaybk/exchange/taifx-history.asp	國泰世華銀行
197	https://www.cathaybk.com.tw/cathaybk/onlineloan/creditcard/mobile_installment_agree/authenticate.aspx	信用卡分期付款同意書-國泰世華行動版
198	https://www.cathaybk.com.tw/cathaybk/mmb/online-service.asp	線上服務- My MobiBank國泰世華銀行
199	https://www.cathaybk.com.tw/cathaybk/enterprise_loan10_04.asp	歡迎光臨國泰世華銀行
200	https://www.cathaybk.com.tw/cathaybk/personal_evamth01.asp	歡迎光臨國泰世華銀行-個人金融服務-貸款分期試算
201	https://www.cathaybk.com.tw/cathaybk/join/cma-plan.asp	發展策略-職涯發展-CMA計畫-國泰世華銀行
202	https://www.cathaybk.com.tw/cathaybk/card/event/2016/travel/20160622/card_news1050622_index.asp	刷卡出遊樂逍遙
203	https://www.cathaybk.com.tw/cathaybk/singapore/main_02.asp	歡迎光臨國泰世華銀行新加坡分行
204	https://www.cathaybk.com.tw/cathaybk/card/service/pay/pay_2.asp	歡迎光臨國泰世華銀行
205	https://www.cathaybk.com.tw/cathaybk/card/card/notice/notice_13.asp	歡迎光臨國泰世華銀行-用卡及繳款需知-高鐵購票方式
206	https://www.cathaybk.com.tw/cathaybk/personal_news1010320.asp	歡迎光臨國泰世華銀行-關於我們-美國雷曼控股公司之重整計畫生效
207	https://www.cathaybk.com.tw/cathaybk/card/card/card_8.asp	歡迎光臨國泰世華銀行-信用卡產品介紹
208	https://www.cathaybk.com.tw/cathaybk/about/event/2013/2013recruit/enter_03c_03.asp	國泰世華銀行 招兵買馬特別專區
209	https://www.cathaybk.com.tw/cathaybk/card/card/card_13.asp	歡迎光臨國泰世華銀行-信用卡產品介紹
210	https://www.cathaybk.com.tw/cathaybk/credit-count-return.asp	信貸每月還款金額-國泰世華銀行
211	https://www.cathaybk.com.tw/cathaybk/cash/cash_success04.asp	歡迎光臨國泰世華銀行-金流e點通-跨行調度無阻礙
212	https://www.cathaybk.com.tw/cathaybk/about/event/2013/2013recruit/enter_03c_05.asp	國泰世華銀行 招兵買馬特別專區
213	https://www.cathaybk.com.tw/cathaybk/card/event/2016/asiamiles/20160518/card_news1050518_login01.asp	歡迎光臨國泰世華銀行-歡迎進入活動登錄系統
214	https://www.cathaybk.com.tw/cathaybk/mobile/atm_01.asp	ATM據點查詢-國泰世華行動版
215	https://www.cathaybk.com.tw/cathaybk/vip/myvip_notice.asp	公告與聲明 - 國泰世華銀行 財富管理
216	https://www.cathaybk.com.tw/cathaybk/card/mybill/main03.asp	歡迎光臨國泰世華銀行-MyBill輕鬆繳
217	https://www.cathaybk.com.tw/cathaybk/card/event/2014/201407rilakkuma/apply4.html	最卡哇伊的拉拉熊™  帶你半價看電影
218	https://www.cathaybk.com.tw/cathaybk/exchange/taifx.asp	國泰世華銀行
219	https://www.cathaybk.com.tw/cathaybk/trust/trust_hotkey_1_05b.asp	歡迎光臨國泰世華銀行-信託公告及聲明-信託業務公告與聲明-信託業務聲明事項
220	https://www.cathaybk.com.tw/cathaybk/onlineloan/mobile/authenticate.aspx	信用貸款線上申請-國泰世華行動版
221	https://www.cathaybk.com.tw/cathaybk/card/card/costco/infinite.html	國泰世華銀行 COSTCO聯名卡
222	https://www.cathaybk.com.tw/cathaybk/event/bid_step/index_yahoosell.htm	拍賣  專用ATM
223	https://www.cathaybk.com.tw/cathaybk/house-buy-goodclient.asp	A+尊榮房屋貸款-國泰世華銀行
224	https://www.cathaybk.com.tw/cathaybk/about_risk103a.asp	歡迎光臨國泰世華銀行
225	https://www.cathaybk.com.tw/cathaybk/event/kids/bonus.html	兒童理財優惠
226	https://www.cathaybk.com.tw/cathaybk/card/card/costco/introduce_note5.html	國泰世華銀行 COSTCO聯名卡
227	https://www.cathaybk.com.tw/cathaybk/?aspxerrorpath=/cathaybk/dsa/openaccount/dsa/openaccount/intro/index.aspx	國泰世華銀行首頁
228	https://www.cathaybk.com.tw/cathaybk/other-reserve.asp?stock=	免費預約其他貸款諮詢-國泰世華銀行
229	https://www.cathaybk.com.tw/cathaybk/trust/trust_hotkey_1_09.asp	歡迎光臨國泰世華銀行-信託公告及聲明-信託專戶查詢-不動產買賣價金信託查詢
230	https://www.cathaybk.com.tw/cathaybk/cash/cash_bankroll01.asp	歡迎光臨國泰世華銀行-金流e點通-台幣服務
231	https://www.cathaybk.com.tw/cathaybk/vip/myvip_1_1_3.asp	尊貴理財介紹 - 國泰世華銀行 財富管理
